"","Area","Element","Item","Value"
"10573","SUB-SAHARAN AFRICA","Import Quantity","Pulp from fibres other than wood",1
"10574","SUB-SAHARAN AFRICA","Production","Paper",6000
"10575","SUB-SAHARAN AFRICA","Import Quantity","Paper",41
"10576","SUB-SAHARAN AFRICA","Export Quantity","Paper",6436
"10577","SUB-SAHARAN AFRICA","Import Quantity","Newsprint",8383
"10578","SUB-SAHARAN AFRICA","Export Quantity","Newsprint",202
"10579","SUB-SAHARAN AFRICA","Import Quantity","Paper",44031
"10580","SUB-SAHARAN AFRICA","Export Quantity","Paper",81
"10581","SUB-SAHARAN AFRICA","Import Quantity","Paper",484
"10582","SUB-SAHARAN AFRICA","Import Quantity","Paper",31814
"10583","SUB-SAHARAN AFRICA","Export Quantity","Paper",81
"10584","SUB-SAHARAN AFRICA","Import Quantity","Paper",11733
"10585","SUB-SAHARAN AFRICA","Production","Paper",4000
"10586","SUB-SAHARAN AFRICA","Import Quantity","Paper",65239
"10587","SUB-SAHARAN AFRICA","Export Quantity","Paper",473
"10588","SUB-SAHARAN AFRICA","Import Quantity","Paper",375
"10589","SUB-SAHARAN AFRICA","Import Quantity","Paper",62996
"10590","SUB-SAHARAN AFRICA","Export Quantity","Paper",470
"10591","SUB-SAHARAN AFRICA","Import Quantity","Case materials",5823
"10592","SUB-SAHARAN AFRICA","Export Quantity","Case materials",310
"10593","SUB-SAHARAN AFRICA","Import Quantity","Cartonboard",14140
"10594","SUB-SAHARAN AFRICA","Export Quantity","Cartonboard",100
"10595","SUB-SAHARAN AFRICA","Import Quantity","Paper",42596
"10597","SUB-SAHARAN AFRICA","Import Quantity","Paper",437
"10598","SUB-SAHARAN AFRICA","Export Quantity","Paper",60
"10599","SUB-SAHARAN AFRICA","Production","Paper",4000
"10600","SUB-SAHARAN AFRICA","Import Quantity","Paper",1868
"10601","SUB-SAHARAN AFRICA","Export Quantity","Paper",3
"10603","LATIN AMER. & CARIB","Production","Wood fuel",88000
"10604","LATIN AMER. & CARIB","Import Quantity","Wood fuel",64
"10605","LATIN AMER. & CARIB","Export Quantity","Wood fuel",79
"10606","LATIN AMER. & CARIB","Import Quantity","Roundwood",4407
"10609","LATIN AMER. & CARIB","Export Quantity","Roundwood",266863
"10610","LATIN AMER. & CARIB","Import Quantity","Roundwood",14
"10613","LATIN AMER. & CARIB","Production","Sawlogs and veneer logs",654000
"10614","LATIN AMER. & CARIB","Production","Roundwood",3430
"10615","LATIN AMER. & CARIB","Production","Wood fuel",8262
"10616","LATIN AMER. & CARIB","Import Quantity","Wood fuel",1
"10617","LATIN AMER. & CARIB","Export Quantity","Wood fuel",78
"10618","LATIN AMER. & CARIB","Import Quantity","Wood chips and particles",21
"10619","LATIN AMER. & CARIB","Export Quantity","Wood chips and particles",39
"10620","LATIN AMER. & CARIB","Production","Wood residues",40400
"10621","LATIN AMER. & CARIB","Import Quantity","Wood residues",16
"10622","LATIN AMER. & CARIB","Export Quantity","Wood residues",936
"10624","LATIN AMER. & CARIB","Import Quantity","Sawnwood",20
"10626","LATIN AMER. & CARIB","Production","Sawnwood",151000
"10627","LATIN AMER. & CARIB","Import Quantity","Sawnwood",125
"10628","LATIN AMER. & CARIB","Export Quantity","Sawnwood",25581
"10629","LATIN AMER. & CARIB","Production","Veneer sheets",3000
"10630","LATIN AMER. & CARIB","Import Quantity","Veneer sheets",6
"10631","LATIN AMER. & CARIB","Production","Plywood",2000
"10632","LATIN AMER. & CARIB","Import Quantity","Plywood",5000
"10633","LATIN AMER. & CARIB","Export Quantity","Plywood",500
"10635","LATIN AMER. & CARIB","Import Quantity","Particle board",1131
"10636","LATIN AMER. & CARIB","Export Quantity","Particle board",2
"10637","LATIN AMER. & CARIB","Import Quantity","OSB",4
"10638","LATIN AMER. & CARIB","Import Quantity","Hardboard",534
"10639","LATIN AMER. & CARIB","Export Quantity","Hardboard",13
"10640","LATIN AMER. & CARIB","Import Quantity","MDF/HDF",1723
"10641","LATIN AMER. & CARIB","Import Quantity","Other fibreboard",184
"10643","LATIN AMER. & CARIB","Import Quantity","Wood pulp",2
"10644","LATIN AMER. & CARIB","Import Quantity","Paper",754
"10645","LATIN AMER. & CARIB","Export Quantity","Paper",641
"10646","LATIN AMER. & CARIB","Import Quantity","Newsprint",1541
"10648","LATIN AMER. & CARIB","Import Quantity","Paper",1879
"10650","LATIN AMER. & CARIB","Import Quantity","Paper",832
"10651","LATIN AMER. & CARIB","Import Quantity","Paper",843
"10652","LATIN AMER. & CARIB","Import Quantity","Paper",204
"10653","LATIN AMER. & CARIB","Import Quantity","Paper",3827
"10654","LATIN AMER. & CARIB","Export Quantity","Paper",3
"10655","LATIN AMER. & CARIB","Import Quantity","Paper",2233
"10656","LATIN AMER. & CARIB","Export Quantity","Paper",2
"10657","LATIN AMER. & CARIB","Import Quantity","Paper",1345
"10658","LATIN AMER. & CARIB","Export Quantity","Paper",1
"10659","LATIN AMER. & CARIB","Import Quantity","Case materials",765
"10660","LATIN AMER. & CARIB","Import Quantity","Cartonboard",269
"10661","LATIN AMER. & CARIB","Import Quantity","Paper",96
"10662","LATIN AMER. & CARIB","Export Quantity","Paper",1
"10663","LATIN AMER. & CARIB","Import Quantity","Paper",215
"10664","LATIN AMER. & CARIB","Import Quantity","Paper",249
"10666","SUB-SAHARAN AFRICA","Production","Wood fuel",1152292
"10667","SUB-SAHARAN AFRICA","Import Quantity","Wood fuel",207000
"10668","SUB-SAHARAN AFRICA","Export Quantity","Wood fuel",818000
"10669","SUB-SAHARAN AFRICA","Import Quantity","Roundwood",261
"10670","SUB-SAHARAN AFRICA","Export Quantity","Roundwood",427
"10671","SUB-SAHARAN AFRICA","Import Quantity","Roundwood",235
"10672","SUB-SAHARAN AFRICA","Export Quantity","Roundwood",14610
"10673","SUB-SAHARAN AFRICA","Production","Sawlogs and veneer logs",260000
"10675","SUB-SAHARAN AFRICA","Production","Pulpwood",604000
"10676","SUB-SAHARAN AFRICA","Production","Roundwood",70000
"10677","SUB-SAHARAN AFRICA","Production","Wood fuel",49622
"10678","SUB-SAHARAN AFRICA","Import Quantity","Wood fuel",31
"10679","SUB-SAHARAN AFRICA","Export Quantity","Wood fuel",3211
"10680","SUB-SAHARAN AFRICA","Import Quantity","Wood chips and particles",7379
"10681","SUB-SAHARAN AFRICA","Export Quantity","Wood chips and particles",3786
"10682","SUB-SAHARAN AFRICA","Import Quantity","Wood residues",1100
"10683","SUB-SAHARAN AFRICA","Export Quantity","Wood residues",147
"10684","SUB-SAHARAN AFRICA","Production","Sawnwood",102000
"10685","SUB-SAHARAN AFRICA","Import Quantity","Sawnwood",286
"10686","SUB-SAHARAN AFRICA","Export Quantity","Sawnwood",1874
"10687","SUB-SAHARAN AFRICA","Production","Sawnwood",20000
"10688","SUB-SAHARAN AFRICA","Import Quantity","Sawnwood",590
"10689","SUB-SAHARAN AFRICA","Export Quantity","Sawnwood",18940
"10690","SUB-SAHARAN AFRICA","Import Quantity","Veneer sheets",198
"10691","SUB-SAHARAN AFRICA","Export Quantity","Veneer sheets",57
"10692","SUB-SAHARAN AFRICA","Production","Plywood",8000
"10693","SUB-SAHARAN AFRICA","Import Quantity","Plywood",1500
"10695","SUB-SAHARAN AFRICA","Production","Particle board",45000
"10696","SUB-SAHARAN AFRICA","Import Quantity","Particle board",4654
"10697","SUB-SAHARAN AFRICA","Export Quantity","Particle board",38000
"10698","SUB-SAHARAN AFRICA","Import Quantity","Hardboard",3
"10699","SUB-SAHARAN AFRICA","Import Quantity","MDF/HDF",90
"10700","SUB-SAHARAN AFRICA","Import Quantity","Other fibreboard",264
"10707","SUB-SAHARAN AFRICA","Production","Paper",6000
"10708","SUB-SAHARAN AFRICA","Import Quantity","Paper",6778
"10709","SUB-SAHARAN AFRICA","Export Quantity","Paper",3519
"10710","SUB-SAHARAN AFRICA","Import Quantity","Newsprint",1822
"10711","SUB-SAHARAN AFRICA","Import Quantity","Paper",2528
"10712","SUB-SAHARAN AFRICA","Export Quantity","Paper",172
"10713","SUB-SAHARAN AFRICA","Import Quantity","Paper",432
"10714","SUB-SAHARAN AFRICA","Import Quantity","Paper",1868
"10715","SUB-SAHARAN AFRICA","Export Quantity","Paper",109
"10716","SUB-SAHARAN AFRICA","Import Quantity","Paper",228
"10717","SUB-SAHARAN AFRICA","Export Quantity","Paper",63
"10718","SUB-SAHARAN AFRICA","Production","Paper",49000
"10719","SUB-SAHARAN AFRICA","Import Quantity","Paper",18194
"10720","SUB-SAHARAN AFRICA","Export Quantity","Paper",105
"10721","SUB-SAHARAN AFRICA","Production","Paper",10000
"10722","SUB-SAHARAN AFRICA","Import Quantity","Paper",346
"10723","SUB-SAHARAN AFRICA","Production","Paper",39000
"10724","SUB-SAHARAN AFRICA","Import Quantity","Paper",17778
"10725","SUB-SAHARAN AFRICA","Export Quantity","Paper",98
"10726","SUB-SAHARAN AFRICA","Production","Case materials",39000
"10727","SUB-SAHARAN AFRICA","Import Quantity","Case materials",14554
"10728","SUB-SAHARAN AFRICA","Export Quantity","Case materials",71
"10729","SUB-SAHARAN AFRICA","Import Quantity","Cartonboard",3078
"10730","SUB-SAHARAN AFRICA","Export Quantity","Cartonboard",1
"10731","SUB-SAHARAN AFRICA","Import Quantity","Paper",141
"10732","SUB-SAHARAN AFRICA","Export Quantity","Paper",26
"10733","SUB-SAHARAN AFRICA","Import Quantity","Paper",5
"10734","SUB-SAHARAN AFRICA","Import Quantity","Paper",70
"10735","SUB-SAHARAN AFRICA","Export Quantity","Paper",7
"10736","WESTERN EUROPE","Production","Wood fuel",3500000
"10737","WESTERN EUROPE","Production","Wood fuel",3500000
"10738","WESTERN EUROPE","Import Quantity","Wood fuel",188183
"10739","WESTERN EUROPE","Export Quantity","Wood fuel",26544
"10740","WESTERN EUROPE","Import Quantity","Roundwood",4344228
"10741","WESTERN EUROPE","Export Quantity","Roundwood",553825
"10742","WESTERN EUROPE","Import Quantity","Roundwood",481
"10744","WESTERN EUROPE","Import Quantity","Roundwood",2462388
"10745","WESTERN EUROPE","Export Quantity","Roundwood",19540
"10746","WESTERN EUROPE","Production","Sawlogs and veneer logs",35500000
"10747","WESTERN EUROPE","Production","Sawlogs and veneer logs",2e+05
"10748","WESTERN EUROPE","Production","Pulpwood",27900000
"10749","WESTERN EUROPE","Production","Pulpwood",3100000
"10750","WESTERN EUROPE","Production","Roundwood",250000
"10751","WESTERN EUROPE","Production","Roundwood",250000
"10752","WESTERN EUROPE","Production","Wood fuel",500
"10753","WESTERN EUROPE","Import Quantity","Wood fuel",35893
"10754","WESTERN EUROPE","Export Quantity","Wood fuel",1478
"10755","WESTERN EUROPE","Production","Wood chips and particles",9895730
"10756","WESTERN EUROPE","Import Quantity","Wood chips and particles",1530204
"10757","WESTERN EUROPE","Export Quantity","Wood chips and particles",266115
"10758","WESTERN EUROPE","Production","Wood residues",10104270
"10759","WESTERN EUROPE","Import Quantity","Wood residues",957274
"10760","WESTERN EUROPE","Export Quantity","Wood residues",97222
"10761","WESTERN EUROPE","Production","Wood fuel",1660000
"10762","WESTERN EUROPE","Import Quantity","Wood fuel",267977
"10763","WESTERN EUROPE","Export Quantity","Wood fuel",228316
"10764","WESTERN EUROPE","Production","Other agglomerates",3e+05
"10765","WESTERN EUROPE","Import Quantity","Other agglomerates",13412
"10766","WESTERN EUROPE","Export Quantity","Other agglomerates",33996
"10767","WESTERN EUROPE","Production","Sawnwood",17900000
"10768","WESTERN EUROPE","Import Quantity","Sawnwood",429257
"10769","WESTERN EUROPE","Export Quantity","Sawnwood",12996000
"10770","WESTERN EUROPE","Production","Sawnwood",1e+05
"10771","WESTERN EUROPE","Import Quantity","Sawnwood",42709
"10772","WESTERN EUROPE","Export Quantity","Sawnwood",19301
"10773","WESTERN EUROPE","Production","Veneer sheets",35000
"10774","WESTERN EUROPE","Import Quantity","Veneer sheets",9979
"10775","WESTERN EUROPE","Export Quantity","Veneer sheets",18016
"10776","WESTERN EUROPE","Production","Plywood",60000
"10777","WESTERN EUROPE","Import Quantity","Plywood",174720
"10778","WESTERN EUROPE","Export Quantity","Plywood",22470
"10779","WESTERN EUROPE","Production","Particle board",6e+05
"10780","WESTERN EUROPE","Import Quantity","Particle board",413952
"10781","WESTERN EUROPE","Export Quantity","Particle board",80719
"10783","WESTERN EUROPE","Import Quantity","OSB",158064
"10784","WESTERN EUROPE","Export Quantity","OSB",3959
"10786","WESTERN EUROPE","Import Quantity","Hardboard",75724
"10787","WESTERN EUROPE","Export Quantity","Hardboard",4506
"10789","WESTERN EUROPE","Import Quantity","MDF/HDF",218831
"10790","WESTERN EUROPE","Export Quantity","MDF/HDF",42182
"10792","WESTERN EUROPE","Import Quantity","Other fibreboard",33834
"10793","WESTERN EUROPE","Export Quantity","Other fibreboard",9537
"10794","WESTERN EUROPE","Production","Wood pulp",3033473
"10795","WESTERN EUROPE","Import Quantity","Wood pulp",18910
"10796","WESTERN EUROPE","Export Quantity","Wood pulp",60233
"10797","WESTERN EUROPE","Production","Wood pulp",246527
"10798","WESTERN EUROPE","Import Quantity","Wood pulp",137483
"10799","WESTERN EUROPE","Export Quantity","Wood pulp",279026
"10800","WESTERN EUROPE","Production","Wood pulp",7755990
"10801","WESTERN EUROPE","Import Quantity","Wood pulp",362993
"10802","WESTERN EUROPE","Export Quantity","Wood pulp",2638951
"10803","WESTERN EUROPE","Production","Wood pulp",2407377
"10804","WESTERN EUROPE","Import Quantity","Wood pulp",237
"10805","WESTERN EUROPE","Export Quantity","Wood pulp",150693
"10806","WESTERN EUROPE","Production","Wood pulp",5314555
"10807","WESTERN EUROPE","Import Quantity","Wood pulp",361762
"10808","WESTERN EUROPE","Export Quantity","Wood pulp",2459650
"10810","WESTERN EUROPE","Import Quantity","Wood pulp",240
"10812","WESTERN EUROPE","Production","Wood pulp",34058
"10813","WESTERN EUROPE","Import Quantity","Wood pulp",754
"10814","WESTERN EUROPE","Export Quantity","Wood pulp",28608
"10815","WESTERN EUROPE","Production","Wood pulp",532750
"10816","WESTERN EUROPE","Import Quantity","Wood pulp",14219
"10817","WESTERN EUROPE","Export Quantity","Wood pulp",272776
"10819","WESTERN EUROPE","Import Quantity","Pulp from fibres other than wood",13595
"10821","WESTERN EUROPE","Production","Paper",1159000
"10822","WESTERN EUROPE","Import Quantity","Paper",634919
"10823","WESTERN EUROPE","Export Quantity","Paper",501434
"10824","WESTERN EUROPE","Production","Newsprint",1016000
"10825","WESTERN EUROPE","Import Quantity","Newsprint",54035
"10826","WESTERN EUROPE","Export Quantity","Newsprint",768735
"10827","WESTERN EUROPE","Production","Paper",2593999
"10828","WESTERN EUROPE","Import Quantity","Paper",269197
"10829","WESTERN EUROPE","Export Quantity","Paper",2683309
"10830","WESTERN EUROPE","Production","Paper",1367209
"10831","WESTERN EUROPE","Import Quantity","Paper",151590
"10832","WESTERN EUROPE","Export Quantity","Paper",1448180
"10833","WESTERN EUROPE","Production","Paper",602715
"10834","WESTERN EUROPE","Import Quantity","Paper",33321
"10835","WESTERN EUROPE","Export Quantity","Paper",530936
"10836","WESTERN EUROPE","Production","Paper",624075
"10837","WESTERN EUROPE","Import Quantity","Paper",84286
"10838","WESTERN EUROPE","Export Quantity","Paper",704193
"10839","WESTERN EUROPE","Production","Paper",6482000
"10840","WESTERN EUROPE","Import Quantity","Paper",551015
"10841","WESTERN EUROPE","Export Quantity","Paper",6108173
"10842","WESTERN EUROPE","Production","Paper",361000
"10843","WESTERN EUROPE","Import Quantity","Paper",18774
"10844","WESTERN EUROPE","Export Quantity","Paper",105099
"10845","WESTERN EUROPE","Production","Paper",6068000
"10846","WESTERN EUROPE","Import Quantity","Paper",505230
"10847","WESTERN EUROPE","Export Quantity","Paper",5984841
"10848","WESTERN EUROPE","Production","Case materials",2168000
"10849","WESTERN EUROPE","Import Quantity","Case materials",251095
"10850","WESTERN EUROPE","Export Quantity","Case materials",2019444
"10851","WESTERN EUROPE","Production","Cartonboard",2867000
"10852","WESTERN EUROPE","Import Quantity","Cartonboard",142630
"10853","WESTERN EUROPE","Export Quantity","Cartonboard",2884209
"10854","WESTERN EUROPE","Production","Paper",1033000
"10855","WESTERN EUROPE","Import Quantity","Paper",55723
"10856","WESTERN EUROPE","Export Quantity","Paper",1059000
"10858","WESTERN EUROPE","Import Quantity","Paper",55782
"10859","WESTERN EUROPE","Export Quantity","Paper",22188
"10860","WESTERN EUROPE","Production","Paper",53000
"10861","WESTERN EUROPE","Import Quantity","Paper",27011
"10862","WESTERN EUROPE","Export Quantity","Paper",18233
"10863","ASIA (EX. NEAR EAST)","Production","Wood fuel",27226
"10864","ASIA (EX. NEAR EAST)","Production","Wood fuel",6073
"10865","ASIA (EX. NEAR EAST)","Import Quantity","Wood fuel",132
"10866","ASIA (EX. NEAR EAST)","Export Quantity","Wood fuel",125
"10867","ASIA (EX. NEAR EAST)","Import Quantity","Roundwood",6
"10868","ASIA (EX. NEAR EAST)","Export Quantity","Roundwood",8
"10869","ASIA (EX. NEAR EAST)","Export Quantity","Roundwood",3
"10870","ASIA (EX. NEAR EAST)","Import Quantity","Roundwood",1848
"10871","ASIA (EX. NEAR EAST)","Export Quantity","Roundwood",27
"10872","ASIA (EX. NEAR EAST)","Production","Sawlogs and veneer logs",12000
"10873","ASIA (EX. NEAR EAST)","Production","Sawlogs and veneer logs",4000
"10874","ASIA (EX. NEAR EAST)","Production","Roundwood",23800
"10875","ASIA (EX. NEAR EAST)","Production","Wood fuel",2700
"10876","ASIA (EX. NEAR EAST)","Import Quantity","Wood fuel",116
"10877","ASIA (EX. NEAR EAST)","Export Quantity","Wood fuel",2
"10878","ASIA (EX. NEAR EAST)","Import Quantity","Wood chips and particles",183
"10879","ASIA (EX. NEAR EAST)","Export Quantity","Wood chips and particles",60
"10880","ASIA (EX. NEAR EAST)","Import Quantity","Wood residues",2
"10881","ASIA (EX. NEAR EAST)","Export Quantity","Wood residues",34
"10882","ASIA (EX. NEAR EAST)","Production","Sawnwood",6600
"10883","ASIA (EX. NEAR EAST)","Import Quantity","Sawnwood",40210
"10884","ASIA (EX. NEAR EAST)","Export Quantity","Sawnwood",24
"10885","ASIA (EX. NEAR EAST)","Production","Sawnwood",2400
"10886","ASIA (EX. NEAR EAST)","Import Quantity","Sawnwood",6816
"10887","ASIA (EX. NEAR EAST)","Export Quantity","Sawnwood",2
"10888","ASIA (EX. NEAR EAST)","Production","Veneer sheets",9700
"10889","ASIA (EX. NEAR EAST)","Import Quantity","Veneer sheets",69
"10890","ASIA (EX. NEAR EAST)","Export Quantity","Veneer sheets",24
"10891","ASIA (EX. NEAR EAST)","Production","Plywood",7800
"10892","ASIA (EX. NEAR EAST)","Import Quantity","Plywood",973
"10893","ASIA (EX. NEAR EAST)","Export Quantity","Plywood",1
"10894","ASIA (EX. NEAR EAST)","Production","Particle board",9200
"10896","ASIA (EX. NEAR EAST)","Export Quantity","Particle board",4
"10897","ASIA (EX. NEAR EAST)","Import Quantity","OSB",200
"10899","ASIA (EX. NEAR EAST)","Import Quantity","Hardboard",580
"10900","ASIA (EX. NEAR EAST)","Export Quantity","Hardboard",2
